x,y
0,0
0,0
0,1.00000000000000000000000000000000
65.0671370458612301490575191564857959747314453125,0.09944602462923015709833984632054
654.29600920151870013796724379062652587890625,0.09944602462923015709833984632054
654.29600920151870013796724379062652587890625,0.11591748408442865570897833220045
666.486285553833994299566256813704967498779296875,0.08996298614066018673461388528708
858.768886099244554088727454654872417449951171875,0.08996298614066018673461388528708
858.768886099244554088727454654872417449951171875,0.11807271631901740931900661377572
886.14048704695961333754894440062344074249267578125,0.17129171365310346293942396683847
943.0477353449897037762639229185879230499267578125,0.17129171365310346293942396683847
943.0477353449897037762639229185879230499267578125,0.22365199989505760516236749772081
1006.65097687561205219708426739089190959930419921875,0.12206636731080855295030742639851
1844.40242742120745589318175916559994220733642578125,0.12206636731080855295030742639851
1844.40242742120745589318175916559994220733642578125,0.17595932772066006055699486633406
1965.02791393499646943610059679485857486724853515625,0.16373305389717775874940494851604
2111.76046899771979070692395907826721668243408203125,0.16373305389717775874940494851604
2111.76046899771979070692395907826721668243408203125,0.18936054672577155211457703731782
2178.52150074414671365730100660584867000579833984375,0.18114144343671363371150551929398
2277.36963230552155579289319575764238834381103515625,0.18114144343671363371150551929398
2277.36963230552155579289319575764238834381103515625,0.19523651201157848424961665764071
2317.25673157974075166976035689003765583038330078125,0.23071442176755168930846566315531
2424.12396987283450044969868031330406665802001953125,0.23071442176755168930846566315531
2424.12396987283450044969868031330406665802001953125,0.23908222091926330594473588224678
2450.782017636222899881204284611158072948455810546875,0.18401083425708443904928607394578
3184.26037320627279569862366770394146442413330078125,0.18401083425708443904928607394578
3184.26037320627279569862366770394146442413330078125,0.20074066876934032956683340481272
3250.91226828724648356683246674947440624237060546875,0.22289646823528597160029220289980
3343.59819410460901423221002914942800998687744140625,0.22289646823528597160029220289980
3343.59819410460901423221002914942800998687744140625,0.22369380787580059180430761749636
3347.03238464586670630751541466452181339263916015625,0.26541904852841172598346736796317
3537.14857462010841260280358255840837955474853515625,0.26541904852841172598346736796317
3537.14857462010841260280358255840837955474853515625,0.28069663986343967520223538387588
3612.27558418122496419755407259799540042877197265625,0.26993019242405524817714012516093
3756.35496583320858832166777574457228183746337890625,0.26993019242405524817714012516093
3756.35496583320858832166777574457228183746337890625,0.28528994710440628812479182313387
3837.08237484860261901076228241436183452606201171875,0.28288899944076170727828466117512
3869.64862514931012782426478224806487560272216796875,0.28288899944076170727828466117512
3869.64862514931012782426478224806487560272216796875,0.28543429654903140591345982349867
3883.4323897605208468775117580662481486797332763671875,0.27984506937030428007693289137083
3960.99454194865584355511600733734667301177978515625,0.27984506937030428007693289137083
3960.99454194865584355511600733734667301177978515625,0.29641796623411261698026807858647
